Cosignee,Origin,Destination
 Roma Tile Supply ," La Spezia, Italy"," Miami, Florida"
 Megatrade Corp. ," La Spezia, Italy"," Miami, Florida"
 Baltic Autoshipping Georgia ," Halifax, NS, Canada"," New York/Newark Area, Newark, New Jersey"
 Alco Valves Inc ," Hamble, United Kingdom"," Houston, Texas"
 L.T.D. Carexpress.Ge ," Halifax, NS, Canada"," New York/Newark Area, Newark, New Jersey"
" Shenzhen Young- Ko Trans Co., Ltd "," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
" Shenzhen Young-Ko Trans Co.,Ltd. "," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
 Ideal Tile Importing Co. Inc. ," La Spezia, Italy"," New York, New York"
 Rahmuldain Kamal Used Cars & Spare ," Halifax, NS, Canada"," New York/Newark Area, Newark, New Jersey"
 Ross Industries Inc ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Royce Corporation ," Manzanillo, Mexico"," Los Angeles, California"
 North America General Trading Llc ," Halifax, NS, Canada"," New York/Newark Area, Newark, New Jersey"
 Emerson Climate Technologies ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Lesbia Yolanda Aceituno ," Gooch Island, BC, Canada"," Seattle, Washington"
 Cargomar Srl ," Altamira, Mexico"," Houston, Texas"
 Inproquim S.a. ," Altamira, Mexico"," Houston, Texas"
 Gm De Argentina ," Veracruz, Mexico"," Houston, Texas"
 Diamond Rock Food Imports Inc. ," Puerto Barrios, Guatemala"," Wilmington, Delaware"
