Cosignee,Origin,Destination
" Rep.Espanolas Y Europeas,C.a. "," Tarragona, Spain"," New York/Newark Area, Newark, New Jersey"
 Leid Dur Llc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Southern Sun Llc ," Las Salinas, Chile"," Philadelphia, Pennsylvania"
 the New Horizonte Corp. Dba La ," Puerto Barrios, Guatemala"," Wilmington, Delaware"
 Castillo Distributor Inc ," Haina, Dominican Republic"," New York, New York"
 Hk Produce Group Inc ," Puerto Cortes, Honduras"," Port Everglades, Florida"
 Lau Enterprise Ii Inc ," Limon, Costa Rica"," Miami, Florida"
 Rothfos Corporation ," Haina, Dominican Republic"," New York, New York"
 to Order ," Progreso, Mexico"," Baltimore, Maryland"
 Raimundo Rafael Ortiz Rodriguez ," Guam Island, Guam"," Long Beach, California"
 Amazonas Tropical Farms Inc ," Limon, Costa Rica"," Miami, Florida"
 Eddi Martin Saez Ortiz ," Ciudad Trujillo, Dominican Republic"," San Juan, Puerto Rico"
 Atkins Building Group Inc ," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
" Lgs Specialty Sales,Ltd. "," Las Salinas, Chile"," Philadelphia, Pennsylvania"
 Dayka & Hackett Llc ," Las Salinas, Chile"," Philadelphia, Pennsylvania"
 Atlantic Usa Llc ," Cartagena, Colombia"," New York, New York"
 Ami Trading (Usa) Inc. ," Freeport, Grand Bahama Island, Bahamas"," Savannah, Georgia"
" Arista Industries, Inc. "," Algeciras, Spain"," New York/Newark Area, Newark, New Jersey"
 Nelson S Green Brier Distillery ," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
" Coex Coffee International, Inc. "," Cartagena, Colombia"," Baltimore, Maryland"
" Blue Coast Beverage, Inc "," Las Salinas, Chile"," New York/Newark Area, Newark, New Jersey"
 Isidro Antonioperez Martinez ," Ciudad Trujillo, Dominican Republic"," San Juan, Puerto Rico"
 Alpine Fresh ," San Vicente, Chile"," Port Everglades, Florida"
