Cosignee,Origin,Destination
 Tredegar Film Products Corporation ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Food Ireland Wholesale ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
" J&B European Distribution, Inc. "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Aplix Inc - Converting Division ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Mencom Corporation ," Bremerhaven, Federal Republic of Germany"," Savannah, Georgia"
 Aplix Inc Converting Division ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Schwan Cosmetics Dba Cosmolab Inc ," Antwerp, Belgium"," Charleston, South Carolina"
 Kobra Import Export / David Kobliha ," Santos, Brazil"," Philadelphia, Pennsylvania"
 Tredegar Films Products(Us) Llc ," Antwerp, Belgium"," New York, New York"
 Agencia O Globo Lda ," Algeciras, Spain"," New Orleans, Louisiana"
 Laula Nicolas Leger ," Port au Prince, Haiti"," Miami, Florida"
" Exelcare Products, Llc "," Antwerp, Belgium"," Miami, Florida"
 Posh Nosh Imports Inc ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Global Worldwide Traders L.L.C. ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
 Productos Internacionales Mabe S.a ," Rotterdam, Netherlands"," Los Angeles, California"
 Cosmolab Inc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Rockline Industries Inc ," Antwerp, Belgium"," Houston, Texas"
 Pfg Greensboro Plant ," Le Havre, France"," Charleston, South Carolina"
 Monico Alloys Inc ," Rotterdam, Netherlands"," Long Beach, California"
 Alegria Productions Inc Ricardo ," Niteroi, Brazil"," Philadelphia, Pennsylvania"
 Food Ireland ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Portmantos ," Hamburg, Federal Republic of Germany"," New York, New York"
 Diamond Point Metals ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Food Ireland Inc ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Internationale Spedition Gmbh ," Sint Eustatius, Netherland Antilles"," Galveston, Texas"
" Monico Alloys, Inc "," Rotterdam, Netherlands"," Los Angeles, California"
 Viking Life Saving Equipment ," All Other Trinidad Ports, Trinidad"," Houston, Texas"
 Global Worldwide Traders Llc ," Bremerhaven, Federal Republic of Germany"," New York, New York"
" Hellmann Worldwide Logistics, Inc. "," Rotterdam, Netherlands"," Long Beach, California"
 Haewa Corp. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Agnes Jacob ," Saint John, NB, Canada"," West Palm Beach, Florida"
 Tredegar Films Products ," Rotterdam, Netherlands"," New York, New York"
 Productos Internacionales Mabe S.a. ," Rotterdam, Netherlands"," Long Beach, California"
 Astrium Services ," Gulf of Mexico, United States Off-Shore Tanker Transshipment Points"," New Orleans, Louisiana"
 Jacob Tubing L.P. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" Betone, S.a. De C.V "," Antwerp, Belgium"," Charleston, South Carolina"
 Seagull As ," Bajo Grande, Venezuala"," Corpus Christi, Texas"
" Monico Alloys, Inc. "," Antwerp, Belgium"," Los Angeles, California"
 Master Piece International Ltd ," Colombo, Sri Lanka"," New York, New York"
 Tredegar Films Products Corp. ," Le Havre, France"," New York, New York"
 Victorinox Swiss Army Inc ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Ing Buro Querin Gmbh ," Gibraltar, Gibraltar"," New Orleans, Louisiana"
 Drager Safety Ag & Co ," All Other Colombian Caribbean Region Ports, Colombia"," Houston, Texas"
 Industrias Maquin S.a. De C.V. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Imtech Marine Germany Gmbh ," All Other Colombian Caribbean Region Ports, Colombia"," Galveston, Texas"
 Alegria Productions Inc Ricardo Da ," Niteroi, Brazil"," New York, New York"
" Fire Protection Services, Inc "," Leningrad, Russia"," Baton Rouge, Louisiana"
 Scet ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Industrias Maquin Sa De Cv ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Schwan Cosmetics Usa Inc. ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Alegria Productions Inc/Ricardo Da ," Niteroi, Brazil"," New York, New York"
 Appleby (Cayman) Ltd ," Thamesport, United Kingdom"," Port Everglades, Florida"
" Pharsana De Venezuela, C.a. "," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
