Cosignee,Origin,Destination
 Tredegar Film Products Corporation ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Food Ireland Wholesale ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Agencia O Globo Lda ," Algeciras, Spain"," New Orleans, Louisiana"
 Laula Nicolas Leger ," Port au Prince, Haiti"," Miami, Florida"
 Rockline Industries Inc ," Antwerp, Belgium"," Houston, Texas"
 Pfg Greensboro Plant ," Le Havre, France"," Charleston, South Carolina"
 Productos Internacionales Mabe S.a ," Rotterdam, Netherlands"," Los Angeles, California"
 Aplix Inc Converting Division ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Posh Nosh Imports Inc ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Schwan Cosmetics Dba Cosmolab Inc ," Antwerp, Belgium"," Charleston, South Carolina"
" J&B European Distribution, Inc. "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Aplix Inc - Converting Division ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Mencom Corporation ," Bremerhaven, Federal Republic of Germany"," Savannah, Georgia"
 Kobra Import Export / David Kobliha ," Santos, Brazil"," Philadelphia, Pennsylvania"
 Tredegar Films Products(Us) Llc ," Antwerp, Belgium"," New York, New York"
" Exelcare Products, Llc "," Antwerp, Belgium"," Miami, Florida"
 Global Worldwide Traders L.L.C. ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
 Cosmolab Inc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Viking Life Saving Equipment ," All Other Trinidad Ports, Trinidad"," Houston, Texas"
 Global Worldwide Traders Llc ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Monico Alloys Inc ," Rotterdam, Netherlands"," Long Beach, California"
 Alegria Productions Inc Ricardo ," Niteroi, Brazil"," Philadelphia, Pennsylvania"
 Food Ireland ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Portmantos ," Hamburg, Federal Republic of Germany"," New York, New York"
 Diamond Point Metals ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Food Ireland Inc ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Tredegar Films Products ," Rotterdam, Netherlands"," New York, New York"
 Productos Internacionales Mabe S.a. ," Rotterdam, Netherlands"," Long Beach, California"
 Internationale Spedition Gmbh ," Sint Eustatius, Netherland Antilles"," Galveston, Texas"
" Monico Alloys, Inc "," Rotterdam, Netherlands"," Los Angeles, California"
" Hellmann Worldwide Logistics, Inc. "," Rotterdam, Netherlands"," Long Beach, California"
 Astrium Services ," Gulf of Mexico, United States Off-Shore Tanker Transshipment Points"," New Orleans, Louisiana"
 Jacob Tubing L.P. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Haewa Corp. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Agnes Jacob ," Saint John, NB, Canada"," West Palm Beach, Florida"
" Betone, S.a. De C.V "," Antwerp, Belgium"," Charleston, South Carolina"
 Seagull As ," Bajo Grande, Venezuala"," Corpus Christi, Texas"
" Monico Alloys, Inc. "," Antwerp, Belgium"," Los Angeles, California"
 Master Piece International Ltd ," Colombo, Sri Lanka"," New York, New York"
 Tredegar Films Products Corp. ," Le Havre, France"," New York, New York"
 Victorinox Swiss Army Inc ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Ing Buro Querin Gmbh ," Gibraltar, Gibraltar"," New Orleans, Louisiana"
 Drager Safety Ag & Co ," All Other Colombian Caribbean Region Ports, Colombia"," Houston, Texas"
 Industrias Maquin S.a. De C.V. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Scet ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Industrias Maquin Sa De Cv ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Imtech Marine Germany Gmbh ," All Other Colombian Caribbean Region Ports, Colombia"," Galveston, Texas"
 Alegria Productions Inc Ricardo Da ," Niteroi, Brazil"," New York, New York"
" Fire Protection Services, Inc "," Leningrad, Russia"," Baton Rouge, Louisiana"
 Alegria Productions Inc/Ricardo Da ," Niteroi, Brazil"," New York, New York"
 Appleby (Cayman) Ltd ," Thamesport, United Kingdom"," Port Everglades, Florida"
" Pharsana De Venezuela, C.a. "," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Schwan Cosmetics Usa Inc. ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
