Cosignee,Origin,Destination
 Borg Warner Morse Tec Inc. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Stella Foster ," Saint John, NB, Canada"," West Palm Beach, Florida"
" Alanric Food Distributors, Inc "," La Spezia, Italy"," New York, New York"
 La Regina Di San Marzano Usa Llc ," La Spezia, Italy"," New York, New York"
 Golden Star Wholesale Inc ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Krinos Foods Canada Ltd. ," Cagliari, Italy"," Los Angeles, California"
" Brooks Brothers Group, Inc. "," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Les Imp. La Regina Di S Marzano Inc ," Genoa, Italy"," Los Angeles, California"
 S & Sons Food Broker Llc ," La Spezia, Italy"," New York, New York"
 Magellan Wine Imports Inc ," La Spezia, Italy"," New York, New York"
 the Olive Packing Co Inc ," Antwerp, Belgium"," Houston, Texas"
 Manzo Food Sales Inc ," La Spezia, Italy"," Port Everglades, Florida"
 Viander Usa Inc ," La Spezia, Italy"," Port Everglades, Florida"
 Regina Usa Inc. ," Genoa, Italy"," Norfolk, Virginia"
 Vistarvsa Corporate ," La Spezia, Italy"," Port Everglades, Florida"
 Krinos Foods Llc ," Algeciras, Spain"," New York/Newark Area, Newark, New Jersey"
 Regina De Mexico S.a. De C.V. ," Naples, Italy"," Port Everglades, Florida"
 Homegoods ," La Spezia, Italy"," New York, New York"
 Krinos Foods Canada Ltd ," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
 Marshalls ," La Spezia, Italy"," New York, New York"
 Cross Filtration ," Hamble, United Kingdom"," New York, New York"
 Mucci Imports ," La Spezia, Italy"," Boston, Massachusetts"
 Nappies Fresh & Frozen Foods Co ," La Spezia, Italy"," New York, New York"
" Alanric Food Distributors, Inc. Dba "," La Spezia, Italy"," New York, New York"
 Flora Fine Foods ," Naples, Italy"," Port Everglades, Florida"
 Ccp Composites Inc ," Durban, South Africa"," New York/Newark Area, Newark, New Jersey"
 S&Sons Food Broker Llc ," La Spezia, Italy"," New York, New York"
 Qualit Agro Processors ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to Order of Shipper ," Gooch Island, BC, Canada"," Seattle, Washington"
 Regina Usa Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Les Importations La Regina Di San M ," La Spezia, Italy"," Long Beach, California"
 Regina De Mexico Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Magellan Wine Imports Inc. ," Genoa, Italy"," New York, New York"
 Khs Mexico Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
" Kt Holdings,Inc. "," Felixstowe, United Kingdom"," Houston, Texas"
" Jones, Regina, S. Qenq0014054 "," Yokohama, Japan"," Los Angeles, California"
 Fooding ," La Spezia, Italy"," New York, New York"
 Repuestos Y Suministros ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Borg Warner Morse Tec Mexico Sa De ," Genoa, Italy"," Savannah, Georgia"
 Michael F. Urbano ," Manila, Philippines"," Los Angeles, California"
