Cosignee,Origin,Destination
 Michael Burkholder ," Liverpool, United Kingdom"," Norfolk, Virginia"
" Hy-Capacity, Inc. "," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Caterpillar Global Mining Llc ," Mina Raysut, Oman"," New York/Newark Area, Newark, New Jersey"
 Burkholder Tractor Spares ," Hamble, United Kingdom"," New York, New York"
 Woods Equipment Company ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Haley Tractor & Equipment ," Kingston, Jamaica"," Tampa, Florida"
 Cnh America Llc ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Jb Tractors ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Sparex Inc ," Laem Chabang, Thailand"," New York, New York"
 All Ports 12250 Nw ," Genoa, Italy"," Miami, Florida"
 Caterpillar Inc.. ," Port au Prince, Haiti"," Miami, Florida"
 Mr.Bruce Laten - This Is B to C ," Nagoya, Japan"," Los Angeles, California"
 Potencia Diesel Repuestos Sa ," Genoa, Italy"," Port Everglades, Florida"
 Consolidated Diesel Co ," Hamble, United Kingdom"," Charleston, South Carolina"
 Harvey Hoover ," Taoranga, New Zealand"," Los Angeles, California"
 Woods Equipment ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Boss Construction Company Incorpora ," Liverpool, United Kingdom"," Norfolk, Virginia"
 Cross Creek Tractor Co.Inc. ," Damietta, Egypt"," Savannah, Georgia"
 Cummins Inc ," Hamble, United Kingdom"," Charleston, South Carolina"
 Cesar Ricardo Macias Villalobos ," Genoa, Italy"," Savannah, Georgia"
 Caterpillar Used Equiment ," Port au Prince, Haiti"," Miami, Florida"
" Cnh Industrial, S.a. De C.V. "," Antwerp, Belgium"," Charleston, South Carolina"
 Cummins Rocky Mountian Engine Plant ," Hamble, United Kingdom"," Charleston, South Carolina"
 Fg Wilson Llc ," Hamble, United Kingdom"," Charleston, South Carolina"
 Agco Mexico S.De.R.L.De C.V ," Cagliari, Italy"," Savannah, Georgia"
" Shp Machinery Co., Ltd. "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Global Parts Solution Llc ," Genoa, Italy"," New York, New York"
